GEO,AGE,SEX,HRPROF,UNIT,Value
Quebec,Total,Males,Depression,Number,42219
Quebec,Total,Males,Depression,Percent,0.084
Quebec,Total,Males,Bipolar,Number,29188
Quebec,Total,Males,Bipolar,Percent,0.057999999999999996
Quebec,Total,Males,Anxiety,Number,25335
Quebec,Total,Males,Anxiety,Percent,0.051
Quebec,Total,Males,Any Substance,Number,120264
Quebec,Total,Males,Any Substance,Percent,0.242
Quebec,Total,Males,Alcohol,Number,88219
Quebec,Total,Males,Alcohol,Percent,0.177
Quebec,Total,Males,Cannabis,Number,66770
Quebec,Total,Males,Cannabis,Percent,0.134
Quebec,Total,Males,Other,Number,16681
Quebec,Total,Males,Other,Percent,0.033
Quebec,Total,Males,Suicidal,Number,60006
Quebec,Total,Males,Suicidal,Percent,0.12
Quebec,Total,Males,Good Mental Health,Number,386089
Quebec,Total,Males,Good Mental Health,Percent,0.7709999999999999
Quebec,Total,Males,Poor Mental Health,Number,26351
Quebec,Total,Males,Poor Mental Health,Percent,0.053
Quebec,Total,Males,High Stress,Number,57602
Quebec,Total,Males,High Stress,Percent,0.13699999999999998
Quebec,Total,Males,Low Stress,Number,174433
Quebec,Total,Males,Low Stress,Percent,0.415
Quebec,Total,Males,Needs Met,Number,40797
Quebec,Total,Males,Needs Met,Percent,0.081
Quebec,Total,Males,Needs not Met,Number,NA
Quebec,Total,Males,Needs not Met,Percent,NA
Quebec,Total,Males,Accessed care (past year),Number,21797
Quebec,Total,Males,Accessed care (past year),Percent,0.044000000000000004
Quebec,Total,Males,Psychosis,Number,NA
Quebec,Total,Males,Psychosis,Percent,NA
Quebec,Total,Males,PTSD,Number,NA
Quebec,Total,Males,PTSD,Percent,NA
Quebec,Total,Females,Any Disorder,Number,85522
Quebec,Total,Females,Any Disorder,Percent,0.17800000000000002
Quebec,Total,Females,Depression,Number,81935
Quebec,Total,Females,Depression,Percent,0.171
Quebec,Total,Females,Bipolar,Number,NA
Quebec,Total,Females,Bipolar,Percent,NA
Quebec,Total,Females,Anxiety,Number,53307
Quebec,Total,Females,Anxiety,Percent,0.111
Quebec,Total,Females,Any Substance,Number,84047
Quebec,Total,Females,Any Substance,Percent,0.175
Quebec,Total,Females,Alcohol,Number,53679
Quebec,Total,Females,Alcohol,Percent,0.11199999999999999
Quebec,Total,Females,Cannabis,Number,52109
Quebec,Total,Females,Cannabis,Percent,0.109
Quebec,Total,Females,Other,Number,29552
Quebec,Total,Females,Other,Percent,0.062
Quebec,Total,Females,Suicidal,Number,75126
Quebec,Total,Females,Suicidal,Percent,0.156
Quebec,Total,Females,Good Mental Health,Number,340390
Quebec,Total,Females,Good Mental Health,Percent,0.706
Quebec,Total,Females,Poor Mental Health,Number,28221
Quebec,Total,Females,Poor Mental Health,Percent,0.059000000000000004
Quebec,Total,Females,High Stress,Number,99814
Quebec,Total,Females,High Stress,Percent,0.253
Quebec,Total,Females,Low Stress,Number,148034
Quebec,Total,Females,Low Stress,Percent,0.375
Quebec,Total,Females,Needs Met,Number,82845
Quebec,Total,Females,Needs Met,Percent,0.172
Quebec,Total,Females,Needs not Met,Number,13919
Quebec,Total,Females,Needs not Met,Percent,0.028999999999999998
Quebec,Total,Females,Accessed care (past year),Number,98460
Quebec,Total,Females,Accessed care (past year),Percent,0.204
Quebec,Total,Females,Psychosis,Number,NA
Quebec,Total,Females,Psychosis,Percent,NA
Quebec,Total,Females,PTSD,Number,NA
Quebec,Total,Females,PTSD,Percent,NA
Quebec,15 to 24,Both,Any Disorder,Number,282193
Quebec,15 to 24,Both,Any Disorder,Percent,0.134
Quebec,15 to 24,Both,Depression,Number,254992
Quebec,15 to 24,Both,Depression,Percent,0.121
Quebec,15 to 24,Both,Bipolar,Number,44789
Quebec,15 to 24,Both,Bipolar,Percent,0.021
Quebec,15 to 24,Both,Anxiety,Number,185667
Quebec,15 to 24,Both,Anxiety,Percent,0.08800000000000001
Quebec,15 to 24,Both,Any Substance,Number,408934
Quebec,15 to 24,Both,Any Substance,Percent,0.19899999999999998
Quebec,15 to 24,Both,Alcohol,Number,301332
Quebec,15 to 24,Both,Alcohol,Percent,0.145
Quebec,15 to 24,Both,Cannabis,Number,165786
Quebec,15 to 24,Both,Cannabis,Percent,0.079
Quebec,15 to 24,Both,Other,Number,107170
Quebec,15 to 24,Both,Other,Percent,0.051
Quebec,15 to 24,Both,Suicidal,Number,299168
Quebec,15 to 24,Both,Suicidal,Percent,0.142
Quebec,15 to 24,Both,Good Mental Health,Number,1416252
Quebec,15 to 24,Both,Good Mental Health,Percent,0.672
Quebec,15 to 24,Both,Poor Mental Health,Number,104395
Quebec,15 to 24,Both,Poor Mental Health,Percent,0.05
Quebec,15 to 24,Both,High Stress,Number,679164
Quebec,15 to 24,Both,High Stress,Percent,0.364
Quebec,15 to 24,Both,Low Stress,Number,413004
Quebec,15 to 24,Both,Low Stress,Percent,0.221
Quebec,15 to 24,Both,Needs Met,Number,246030
Quebec,15 to 24,Both,Needs Met,Percent,0.11699999999999999
Quebec,15 to 24,Both,Needs not Met,Number,42393
Quebec,15 to 24,Both,Needs not Met,Percent,0.02
Quebec,15 to 24,Both,Accessed care (past year),Number,251413
Quebec,15 to 24,Both,Accessed care (past year),Percent,0.11900000000000001
Quebec,15 to 24,Both,Psychosis,Number,18976
Quebec,15 to 24,Both,Psychosis,Percent,0.009000000000000001
Quebec,15 to 24,Both,PTSD,Number,NA
Quebec,15 to 24,Both,PTSD,Percent,NA
Quebec,15 to 24,Males,Any Disorder,Number,99001
Quebec,15 to 24,Males,Any Disorder,Percent,0.092
Quebec,15 to 24,Males,Depression,Number,82278
Quebec,15 to 24,Males,Depression,Percent,0.077
Quebec,15 to 24,Males,Bipolar,Number,27312
Quebec,15 to 24,Males,Bipolar,Percent,0.025
Quebec,15 to 24,Males,Anxiety,Number,55301
Quebec,15 to 24,Males,Anxiety,Percent,0.052000000000000005
Quebec,15 to 24,Males,Any Substance,Number,265800
Quebec,15 to 24,Males,Any Substance,Percent,0.25
Quebec,15 to 24,Males,Alcohol,Number,192172
Quebec,15 to 24,Males,Alcohol,Percent,0.18
Quebec,15 to 24,Males,Cannabis,Number,123850
Quebec,15 to 24,Males,Cannabis,Percent,0.11599999999999999
Quebec,15 to 24,Males,Other,Number,63724
Quebec,15 to 24,Males,Other,Percent,0.06
Quebec,15 to 24,Males,Suicidal,Number,151549
Quebec,15 to 24,Males,Suicidal,Percent,0.141
Quebec,15 to 24,Males,Good Mental Health,Number,748406
Quebec,15 to 24,Males,Good Mental Health,Percent,0.698
Quebec,15 to 24,Males,Poor Mental Health,Number,42674
Quebec,15 to 24,Males,Poor Mental Health,Percent,0.04
Quebec,15 to 24,Males,High Stress,Number,311155
Quebec,15 to 24,Males,High Stress,Percent,0.315
Quebec,15 to 24,Males,Low Stress,Number,244928
Quebec,15 to 24,Males,Low Stress,Percent,0.248
Quebec,15 to 24,Males,Needs Met,Number,71069
Quebec,15 to 24,Males,Needs Met,Percent,0.066
Quebec,15 to 24,Males,Needs not Met,Number,23109
Quebec,15 to 24,Males,Needs not Met,Percent,0.022000000000000002
Quebec,15 to 24,Males,Accessed care (past year),Number,70318
Quebec,15 to 24,Males,Accessed care (past year),Percent,0.066
Quebec,15 to 24,Males,Psychosis,Number,NA
Quebec,15 to 24,Males,Psychosis,Percent,NA
Quebec,15 to 24,Males,PTSD,Number,NA
Quebec,15 to 24,Males,PTSD,Percent,NA
Quebec,15 to 24,Females,Any Disorder,Number,183192
Quebec,15 to 24,Females,Any Disorder,Percent,0.177
Quebec,15 to 24,Females,Depression,Number,172714
Quebec,15 to 24,Females,Depression,Percent,0.16699999999999998
Quebec,15 to 24,Females,Bipolar,Number,17477
Quebec,15 to 24,Females,Bipolar,Percent,0.017
Quebec,15 to 24,Females,Anxiety,Number,130366
Quebec,15 to 24,Females,Anxiety,Percent,0.126
Quebec,15 to 24,Females,Any Substance,Number,143134
Quebec,15 to 24,Females,Any Substance,Percent,0.14400000000000002
Quebec,15 to 24,Females,Alcohol,Number,109160
Quebec,15 to 24,Females,Alcohol,Percent,0.10800000000000001
Quebec,15 to 24,Females,Cannabis,Number,41936
Quebec,15 to 24,Females,Cannabis,Percent,0.040999999999999995
Quebec,15 to 24,Females,Other,Number,43446
Quebec,15 to 24,Females,Other,Percent,0.042
Quebec,15 to 24,Females,Suicidal,Number,147618
Quebec,15 to 24,Females,Suicidal,Percent,0.14300000000000002
Quebec,15 to 24,Females,Good Mental Health,Number,667846
Quebec,15 to 24,Females,Good Mental Health,Percent,0.645
Quebec,15 to 24,Females,Poor Mental Health,Number,61721
Quebec,15 to 24,Females,Poor Mental Health,Percent,0.06
Quebec,15 to 24,Females,High Stress,Number,368009
Quebec,15 to 24,Females,High Stress,Percent,0.418
Quebec,15 to 24,Females,Low Stress,Number,168075
Quebec,15 to 24,Females,Low Stress,Percent,0.191
Quebec,15 to 24,Females,Needs Met,Number,174962
Quebec,15 to 24,Females,Needs Met,Percent,0.17
Quebec,15 to 24,Females,Needs not Met,Number,19284
Quebec,15 to 24,Females,Needs not Met,Percent,0.019
Quebec,15 to 24,Females,Accessed care (past year),Number,181095
Quebec,15 to 24,Females,Accessed care (past year),Percent,0.175
Quebec,15 to 24,Females,Psychosis,Number,10368
Quebec,15 to 24,Females,Psychosis,Percent,0.01
Quebec,15 to 24,Females,PTSD,Number,NA
Quebec,15 to 24,Females,PTSD,Percent,NA
Quebec,25 to 44,Both,Any Disorder,Number,343389
Quebec,25 to 44,Both,Any Disorder,Percent,0.14800000000000002
Quebec,25 to 44,Both,Depression,Number,331056
Quebec,25 to 44,Both,Depression,Percent,0.14300000000000002
Quebec,25 to 44,Both,Bipolar,Number,45034
Quebec,25 to 44,Both,Bipolar,Percent,0.019
Quebec,25 to 44,Both,Anxiety,Number,250993
Quebec,25 to 44,Both,Anxiety,Percent,0.109
Quebec,25 to 44,Both,Any Substance,Number,415702
Quebec,25 to 44,Both,Any Substance,Percent,0.183
Quebec,25 to 44,Both,Alcohol,Number,323109
Quebec,25 to 44,Both,Alcohol,Percent,0.14
Quebec,25 to 44,Both,Cannabis,Number,128791
Quebec,25 to 44,Both,Cannabis,Percent,0.055999999999999994
Quebec,25 to 44,Both,Other,Number,108951
Quebec,25 to 44,Both,Other,Percent,0.048
Quebec,25 to 44,Both,Suicidal,Number,311140
Quebec,25 to 44,Both,Suicidal,Percent,0.135
Quebec,25 to 44,Both,Good Mental Health,Number,1597018
Quebec,25 to 44,Both,Good Mental Health,Percent,0.687
Quebec,25 to 44,Both,Poor Mental Health,Number,125448
Quebec,25 to 44,Both,Poor Mental Health,Percent,0.054000000000000006
Quebec,25 to 44,Both,High Stress,Number,601079
Quebec,25 to 44,Both,High Stress,Percent,0.32299999999999995
Quebec,25 to 44,Both,Low Stress,Number,523940
Quebec,25 to 44,Both,Low Stress,Percent,0.281
Quebec,25 to 44,Both,Needs Met,Number,270495
Quebec,25 to 44,Both,Needs Met,Percent,0.11699999999999999
Quebec,25 to 44,Both,Needs not Met,Number,29518
Quebec,25 to 44,Both,Needs not Met,Percent,0.013000000000000001
Quebec,25 to 44,Both,Accessed care (past year),Number,202133
Quebec,25 to 44,Both,Accessed care (past year),Percent,0.087
Quebec,25 to 44,Both,Psychosis,Number,16942
Quebec,25 to 44,Both,Psychosis,Percent,0.006999999999999999
Quebec,25 to 44,Both,PTSD,Number,19418
Quebec,25 to 44,Both,PTSD,Percent,0.008
Quebec,25 to 44,Males,Any Disorder,Number,142429
Quebec,25 to 44,Males,Any Disorder,Percent,0.12300000000000001
Quebec,25 to 44,Males,Depression,Number,139464
Quebec,25 to 44,Males,Depression,Percent,0.121
Quebec,25 to 44,Males,Bipolar,Number,16871
Quebec,25 to 44,Males,Bipolar,Percent,0.015
Quebec,25 to 44,Males,Anxiety,Number,80208
Quebec,25 to 44,Males,Anxiety,Percent,0.07
Quebec,25 to 44,Males,Any Substance,Number,337551
Quebec,25 to 44,Males,Any Substance,Percent,0.3
Quebec,25 to 44,Males,Alcohol,Number,278637
Quebec,25 to 44,Males,Alcohol,Percent,0.243
Quebec,25 to 44,Males,Cannabis,Number,97074
Quebec,25 to 44,Males,Cannabis,Percent,0.086
Quebec,25 to 44,Males,Other,Number,93060
Quebec,25 to 44,Males,Other,Percent,0.08199999999999999
Quebec,25 to 44,Males,Suicidal,Number,131623
Quebec,25 to 44,Males,Suicidal,Percent,0.11599999999999999
Quebec,25 to 44,Males,Good Mental Health,Number,769517
Quebec,25 to 44,Males,Good Mental Health,Percent,0.665
Quebec,25 to 44,Males,Poor Mental Health,Number,55111
Quebec,25 to 44,Males,Poor Mental Health,Percent,0.048
Quebec,25 to 44,Males,High Stress,Number,295902
Quebec,25 to 44,Males,High Stress,Percent,0.302
Quebec,25 to 44,Males,Low Stress,Number,299160
Quebec,25 to 44,Males,Low Stress,Percent,0.305
Quebec,25 to 44,Males,Needs Met,Number,96006
Quebec,25 to 44,Males,Needs Met,Percent,0.084
Quebec,25 to 44,Males,Needs not Met,Number,NA
Quebec,25 to 44,Males,Needs not Met,Percent,NA
Quebec,25 to 44,Males,Accessed care (past year),Number,75201
Quebec,25 to 44,Males,Accessed care (past year),Percent,0.065
Quebec,25 to 44,Males,Psychosis,Number,NA
Quebec,25 to 44,Males,Psychosis,Percent,NA
Quebec,25 to 44,Males,PTSD,Number,NA
Quebec,25 to 44,Males,PTSD,Percent,NA
Quebec,25 to 44,Females,Any Disorder,Number,200961
Quebec,25 to 44,Females,Any Disorder,Percent,0.17300000000000001
Quebec,25 to 44,Females,Depression,Number,191591
Quebec,25 to 44,Females,Depression,Percent,0.165
Quebec,25 to 44,Females,Bipolar,Number,NA
Quebec,25 to 44,Females,Bipolar,Percent,NA
Quebec,25 to 44,Females,Anxiety,Number,170785
Quebec,25 to 44,Females,Anxiety,Percent,0.14800000000000002
Quebec,25 to 44,Females,Any Substance,Number,78151
Quebec,25 to 44,Females,Any Substance,Percent,0.068
Quebec,25 to 44,Females,Alcohol,Number,44472
Quebec,25 to 44,Females,Alcohol,Percent,0.038
Quebec,25 to 44,Females,Cannabis,Number,NA
Quebec,25 to 44,Females,Cannabis,Percent,NA
Quebec,25 to 44,Females,Other,Number,15892
Quebec,25 to 44,Females,Other,Percent,0.013999999999999999
Quebec,25 to 44,Females,Suicidal,Number,179517
Quebec,25 to 44,Females,Suicidal,Percent,0.154
Quebec,25 to 44,Females,Good Mental Health,Number,827501
Quebec,25 to 44,Females,Good Mental Health,Percent,0.708
Quebec,25 to 44,Females,Poor Mental Health,Number,70337
Quebec,25 to 44,Females,Poor Mental Health,Percent,0.06
Quebec,25 to 44,Females,High Stress,Number,305177
Quebec,25 to 44,Females,High Stress,Percent,0.34600000000000003
Quebec,25 to 44,Females,Low Stress,Number,224781
Quebec,25 to 44,Females,Low Stress,Percent,0.255
Quebec,25 to 44,Females,Needs Met,Number,174490
Quebec,25 to 44,Females,Needs Met,Percent,0.15
Quebec,25 to 44,Females,Needs not Met,Number,8828
Quebec,25 to 44,Females,Needs not Met,Percent,0.008
Quebec,25 to 44,Females,Accessed care (past year),Number,126932
Quebec,25 to 44,Females,Accessed care (past year),Percent,0.109
Quebec,25 to 44,Females,Psychosis,Number,7527
Quebec,25 to 44,Females,Psychosis,Percent,0.006
Quebec,25 to 44,Females,PTSD,Number,12802
Quebec,25 to 44,Females,PTSD,Percent,0.011000000000000001
Quebec,45 to 64,Both,Any Disorder,Number,99e3
Quebec,45 to 64,Both,Any Disorder,Percent,0.08199999999999999
Quebec,45 to 64,Both,Depression,Number,96837
Quebec,45 to 64,Both,Depression,Percent,0.08
Quebec,45 to 64,Both,Bipolar,Number,NA
Quebec,45 to 64,Both,Bipolar,Percent,NA
Quebec,45 to 64,Both,Anxiety,Number,102755
Quebec,45 to 64,Both,Anxiety,Percent,0.085
Quebec,45 to 64,Both,Any Substance,Number,126410
Quebec,45 to 64,Both,Any Substance,Percent,0.106
Quebec,45 to 64,Both,Alcohol,Number,107148
Quebec,45 to 64,Both,Alcohol,Percent,0.08900000000000001
Quebec,45 to 64,Both,Cannabis,Number,NA
Quebec,45 to 64,Both,Cannabis,Percent,NA
Quebec,45 to 64,Both,Other,Number,NA
Quebec,45 to 64,Both,Other,Percent,NA
Quebec,45 to 64,Both,Suicidal,Number,78144
Quebec,45 to 64,Both,Suicidal,Percent,0.064
Quebec,45 to 64,Both,Good Mental Health,Number,800896
Quebec,45 to 64,Both,Good Mental Health,Percent,0.6559999999999999
Quebec,45 to 64,Both,Poor Mental Health,Number,56601
Quebec,45 to 64,Both,Poor Mental Health,Percent,0.046
Quebec,45 to 64,Both,High Stress,Number,23221
Quebec,45 to 64,Both,High Stress,Percent,0.14300000000000002
Quebec,45 to 64,Both,Low Stress,Number,93191
Quebec,45 to 64,Both,Low Stress,Percent,0.5720000000000001
Quebec,45 to 64,Both,Needs Met,Number,98954
Quebec,45 to 64,Both,Needs Met,Percent,0.08199999999999999
Quebec,45 to 64,Both,Needs not Met,Number,NA
Quebec,45 to 64,Both,Needs not Met,Percent,NA
Quebec,45 to 64,Both,Accessed care (past year),Number,68583
Quebec,45 to 64,Both,Accessed care (past year),Percent,0.055999999999999994
Quebec,45 to 64,Both,Psychosis,Number,NA
Quebec,45 to 64,Both,Psychosis,Percent,NA
Quebec,45 to 64,Both,PTSD,Number,NA
Quebec,45 to 64,Both,PTSD,Percent,NA
Quebec,45 to 64,Males,Any Disorder,Number,40203
Quebec,45 to 64,Males,Any Disorder,Percent,0.073
Quebec,45 to 64,Males,Depression,Number,40203
Quebec,45 to 64,Males,Depression,Percent,0.073
Quebec,45 to 64,Males,Bipolar,Number,NA
Quebec,45 to 64,Males,Bipolar,Percent,NA
Quebec,45 to 64,Males,Anxiety,Number,43445
Quebec,45 to 64,Males,Anxiety,Percent,0.08
Quebec,45 to 64,Males,Any Substance,Number,109736
Quebec,45 to 64,Males,Any Substance,Percent,0.204
Quebec,45 to 64,Males,Alcohol,Number,94202
Quebec,45 to 64,Males,Alcohol,Percent,0.174
Quebec,45 to 64,Males,Cannabis,Number,NA
Quebec,45 to 64,Males,Cannabis,Percent,NA
Quebec,45 to 64,Males,Other,Number,NA
Quebec,45 to 64,Males,Other,Percent,NA
Quebec,45 to 64,Males,Suicidal,Number,37930
Quebec,45 to 64,Males,Suicidal,Percent,0.069
Quebec,45 to 64,Males,Good Mental Health,Number,381670
Quebec,45 to 64,Males,Good Mental Health,Percent,0.6920000000000001
Quebec,45 to 64,Males,Poor Mental Health,Number,21568
Quebec,45 to 64,Males,Poor Mental Health,Percent,0.039
Quebec,45 to 64,Males,High Stress,Number,NA
Quebec,45 to 64,Males,High Stress,Percent,NA
Quebec,45 to 64,Males,Low Stress,Number,53110
Quebec,45 to 64,Males,Low Stress,Percent,0.55
Quebec,45 to 64,Males,Needs Met,Number,25649
Quebec,45 to 64,Males,Needs Met,Percent,0.047
Quebec,45 to 64,Males,Needs not Met,Number,NA
Quebec,45 to 64,Males,Needs not Met,Percent,NA
Quebec,45 to 64,Males,Accessed care (past year),Number,22986
Quebec,45 to 64,Males,Accessed care (past year),Percent,0.042
Quebec,45 to 64,Males,Psychosis,Number,NA
Quebec,45 to 64,Males,Psychosis,Percent,NA
Quebec,45 to 64,Males,PTSD,Number,NA
Quebec,45 to 64,Males,PTSD,Percent,NA
Quebec,45 to 64,Females,Any Disorder,Number,58797
Quebec,45 to 64,Females,Any Disorder,Percent,0.08900000000000001
Quebec,45 to 64,Females,Depression,Number,56635
Quebec,45 to 64,Females,Depression,Percent,0.085
Quebec,45 to 64,Females,Bipolar,Number,NA
Quebec,45 to 64,Females,Bipolar,Percent,NA
Quebec,45 to 64,Females,Anxiety,Number,59310
Quebec,45 to 64,Females,Anxiety,Percent,0.08900000000000001
Quebec,45 to 64,Females,Any Substance,Number,16674
Quebec,45 to 64,Females,Any Substance,Percent,0.026000000000000002
Quebec,45 to 64,Females,Alcohol,Number,12946
Quebec,45 to 64,Females,Alcohol,Percent,0.02
Quebec,45 to 64,Females,Cannabis,Number,NA
Quebec,45 to 64,Females,Cannabis,Percent,NA
Quebec,45 to 64,Females,Other,Number,NA
Quebec,45 to 64,Females,Other,Percent,NA
Quebec,45 to 64,Females,Suicidal,Number,40214
Quebec,45 to 64,Females,Suicidal,Percent,0.06
Quebec,45 to 64,Females,Good Mental Health,Number,419226
Quebec,45 to 64,Females,Good Mental Health,Percent,0.627
Quebec,45 to 64,Females,Poor Mental Health,Number,35033
Quebec,45 to 64,Females,Poor Mental Health,Percent,0.052000000000000005
Quebec,45 to 64,Females,High Stress,Number,12516
Quebec,45 to 64,Females,High Stress,Percent,0.18899999999999997
Quebec,45 to 64,Females,Low Stress,Number,40081
Quebec,45 to 64,Females,Low Stress,Percent,0.605
Quebec,45 to 64,Females,Needs Met,Number,73305
Quebec,45 to 64,Females,Needs Met,Percent,0.11
Quebec,45 to 64,Females,Needs not Met,Number,NA
Quebec,45 to 64,Females,Needs not Met,Percent,NA
Quebec,45 to 64,Females,Accessed care (past year),Number,45596
Quebec,45 to 64,Females,Accessed care (past year),Percent,0.068
Quebec,45 to 64,Females,Psychosis,Number,NA
Quebec,45 to 64,Females,Psychosis,Percent,NA
Quebec,45 to 64,Females,PTSD,Number,NA
Quebec,45 to 64,Females,PTSD,Percent,NA
Ontario,65 +,Both,Any Disorder,Number,1327047
Ontario,65 +,Both,Any Disorder,Percent,0.121
Ontario,65 +,Both,Depression,Number,1193555
Ontario,65 +,Both,Depression,Percent,0.10800000000000001
Ontario,65 +,Both,Bipolar,Number,292240
Ontario,65 +,Both,Bipolar,Percent,0.027000000000000003
Ontario,65 +,Both,Anxiety,Number,890444
Ontario,65 +,Both,Anxiety,Percent,0.081
Ontario,65 +,Both,Any Substance,Number,2067760
Ontario,65 +,Both,Any Substance,Percent,0.19
Ontario,65 +,Both,Alcohol,Number,1723945
Ontario,65 +,Both,Alcohol,Percent,0.157
Ontario,65 +,Both,Cannabis,Number,688752
Ontario,65 +,Both,Cannabis,Percent,0.063
Ontario,65 +,Both,Other,Number,339947
Ontario,65 +,Both,Other,Percent,0.031
Ontario,65 +,Both,Suicidal,Number,1167414
Ontario,65 +,Both,Suicidal,Percent,0.106
Ontario,65 +,Both,Good Mental Health,Number,7272501
Ontario,65 +,Both,Good Mental Health,Percent,0.6579999999999999
Ontario,65 +,Both,Poor Mental Health,Number,905071
Ontario,65 +,Both,Poor Mental Health,Percent,0.08199999999999999
Ontario,65 +,Both,High Stress,Number,2153672
Ontario,65 +,Both,High Stress,Percent,0.282
Ontario,65 +,Both,Low Stress,Number,2191375
Ontario,65 +,Both,Low Stress,Percent,0.287
Ontario,65 +,Both,Needs Met,Number,1180265
Ontario,65 +,Both,Needs Met,Percent,0.107
Ontario,65 +,Both,Needs not Met,Number,262248
Ontario,65 +,Both,Needs not Met,Percent,0.024
Ontario,65 +,Both,Accessed care (past year),Number,1232329
Ontario,65 +,Both,Accessed care (past year),Percent,0.111
Ontario,65 +,Both,Psychosis,Number,160909
Ontario,65 +,Both,Psychosis,Percent,0.015
Ontario,65 +,Both,PTSD,Number,226452
Ontario,65 +,Both,PTSD,Percent,0.02
Ontario,65 +,Males,Any Disorder,Number,510014
Ontario,65 +,Males,Any Disorder,Percent,0.095
Ontario,65 +,Males,Depression,Number,440102
Ontario,65 +,Males,Depression,Percent,0.08199999999999999
Ontario,65 +,Males,Bipolar,Number,139593
Ontario,65 +,Males,Bipolar,Percent,0.026000000000000002
Ontario,65 +,Males,Anxiety,Number,302255
Ontario,65 +,Males,Anxiety,Percent,0.055999999999999994
Ontario,65 +,Males,Any Substance,Number,1467063
Ontario,65 +,Males,Any Substance,Percent,0.27699999999999997
Ontario,65 +,Males,Alcohol,Number,1240100
Ontario,65 +,Males,Alcohol,Percent,0.23199999999999998
Ontario,65 +,Males,Cannabis,Number,476936
Ontario,65 +,Males,Cannabis,Percent,0.08900000000000001
Ontario,65 +,Males,Other,Number,188892
Ontario,65 +,Males,Other,Percent,0.035
Ontario,65 +,Males,Suicidal,Number,467937
Ontario,65 +,Males,Suicidal,Percent,0.087
Ontario,65 +,Males,Good Mental Health,Number,3672706
Ontario,65 +,Males,Good Mental Health,Percent,0.679
Ontario,65 +,Males,Poor Mental Health,Number,354839
Ontario,65 +,Males,Poor Mental Health,Percent,0.066
Ontario,65 +,Males,High Stress,Number,1060879
Ontario,65 +,Males,High Stress,Percent,0.259
Ontario,65 +,Males,Low Stress,Number,1210834
Ontario,65 +,Males,Low Stress,Percent,0.29600000000000004
Ontario,65 +,Males,Needs Met,Number,443017
Ontario,65 +,Males,Needs Met,Percent,0.08199999999999999
Ontario,65 +,Males,Needs not Met,Number,102025
Ontario,65 +,Males,Needs not Met,Percent,0.019
Ontario,65 +,Males,Accessed care (past year),Number,454641
Ontario,65 +,Males,Accessed care (past year),Percent,0.084
Ontario,65 +,Males,Psychosis,Number,72315
Ontario,65 +,Males,Psychosis,Percent,0.013000000000000001
Ontario,65 +,Males,PTSD,Number,60161
Ontario,65 +,Males,PTSD,Percent,0.011000000000000001
Ontario,65 +,Females,Any Disorder,Number,817033
Ontario,65 +,Females,Any Disorder,Percent,0.145
Ontario,65 +,Females,Depression,Number,753452
Ontario,65 +,Females,Depression,Percent,0.134
Ontario,65 +,Females,Bipolar,Number,152647
Ontario,65 +,Females,Bipolar,Percent,0.027000000000000003
Ontario,65 +,Females,Anxiety,Number,588188
Ontario,65 +,Females,Anxiety,Percent,0.105
Ontario,65 +,Females,Any Substance,Number,600696
Ontario,65 +,Females,Any Substance,Percent,0.10800000000000001
Ontario,65 +,Females,Alcohol,Number,483845
Ontario,65 +,Females,Alcohol,Percent,0.086
Ontario,65 +,Females,Cannabis,Number,211816
Ontario,65 +,Females,Cannabis,Percent,0.038
Ontario,65 +,Females,Other,Number,151054
Ontario,65 +,Females,Other,Percent,0.027000000000000003
Ontario,65 +,Females,Suicidal,Number,699477
Ontario,65 +,Females,Suicidal,Percent,0.124
Ontario,65 +,Females,Good Mental Health,Number,3599795
Ontario,65 +,Females,Good Mental Health,Percent,0.637
Ontario,65 +,Females,Poor Mental Health,Number,550232
Ontario,65 +,Females,Poor Mental Health,Percent,0.09699999999999999
Ontario,65 +,Females,High Stress,Number,1092793
Ontario,65 +,Females,High Stress,Percent,0.307
Ontario,65 +,Females,Low Stress,Number,980542
Ontario,65 +,Females,Low Stress,Percent,0.276
Ontario,65 +,Females,Needs Met,Number,737248
Ontario,65 +,Females,Needs Met,Percent,0.131
Ontario,65 +,Females,Needs not Met,Number,160223
Ontario,65 +,Females,Needs not Met,Percent,0.027999999999999997
Ontario,65 +,Females,Accessed care (past year),Number,777689
Ontario,65 +,Females,Accessed care (past year),Percent,0.138
Ontario,65 +,Females,Psychosis,Number,88594
Ontario,65 +,Females,Psychosis,Percent,0.016
Ontario,65 +,Females,PTSD,Number,166291
Ontario,65 +,Females,PTSD,Percent,0.028999999999999998
Ontario,Total,Both,Any Disorder,Number,208482
Ontario,Total,Both,Any Disorder,Percent,0.11699999999999999
Ontario,Total,Both,Depression,Number,172244
Ontario,Total,Both,Depression,Percent,0.096
Ontario,Total,Both,Bipolar,Number,71301
Ontario,Total,Both,Bipolar,Percent,0.04
Ontario,Total,Both,Anxiety,Number,97619
Ontario,Total,Both,Anxiety,Percent,0.055
Ontario,Total,Both,Any Substance,Number,328094
Ontario,Total,Both,Any Substance,Percent,0.187
Ontario,Total,Both,Alcohol,Number,231720
Ontario,Total,Both,Alcohol,Percent,0.131
Ontario,Total,Both,Cannabis,Number,182985
Ontario,Total,Both,Cannabis,Percent,0.10300000000000001
Ontario,Total,Both,Other,Number,61239
Ontario,Total,Both,Other,Percent,0.035
Ontario,Total,Both,Suicidal,Number,218205
